
亞洲經典唱片,#genre#
彩虹—情满四合院,http://3501776.xyz:35455/yy/1382851601
照见流年深处,http://3501776.xyz:35455/yy/1354930816
传奇之王,http://3501776.xyz:35455/yy/1354926735
家人之名,http://3501776.xyz:35455/yy/1382736908
剑开天门,http://3501776.xyz:35455/yy/34313906
第8号当铺,http://3501776.xyz:35455/yy/1382736905
地下交通站,http://3501776.xyz:35455/yy/1382736795
一笑倾城,http://3501776.xyz:35455/yy/1382735553
天下第一,http://3501776.xyz:35455/yy/1354780649
高分影视,http://3501776.xyz:35455/yy/1382736806
勇敢的心,http://3501776.xyz:35455/yy/1354744544
少年包青天,http://3501776.xyz:35455/yy/1382736814
热血战争,http://3501776.xyz:35455/yy/1382773728
跨过鸭绿江,http://3501776.xyz:35455/yy/1354508622
国语译制电影,http://3501776.xyz:35455/yy/2436390
4K画质播电影,http://3501776.xyz:35455/yy/9249162 
第一滴血全集,http://3501776.xyz:35455/yy/1354932355
速度与激情集,http://3501776.xyz:35455/yy/1382736911 
漫威系列轮播,http://3501776.xyz:35455/yy/1354932402 
变形金刚轮播,http://3501776.xyz:35455/yy/1382736803 
哈利波特全集,http://3501776.xyz:35455/yy/1382745105 
夺宝奇兵全集,http://3501776.xyz:35455/yy/1382736833 
机械战警全集,http://3501776.xyz:35455/yy/1382736854 
古惑仔国轮播,http://3501776.xyz:35455/yy/458015189 
黑衣一二轮播,http://3501776.xyz:35455/yy/1354930936 
叠影重重全集,http://3501776.xyz:35455/yy/1382735570 
83射雕英雄传,http://3501776.xyz:35455/yy/1354210357 
95神雕侠侣粤,http://3501776.xyz:35455/yy/1354926637 
96笑傲江湖版,http://3501776.xyz:35455/yy/1354930909 
87经典红楼梦,http://3501776.xyz:35455/yy/1382745084 
新白娘子轮播,http://3501776.xyz:35455/yy/1354930969 
仙剑奇侠传剧,http://3501776.xyz:35455/yy/1382749903 
花千骨电视剧,http://3501776.xyz:35455/yy/1354943110 
少年歌行剧集,http://3501776.xyz:35455/yy/1450556636 
鹊刀门传奇剧,http://3501776.xyz:35455/yy/1355344777 
我的体育老师,http://3501776.xyz:35455/yy/1382745169 
如果岁月轮播,http://3501776.xyz:35455/yy/1382736883 
流金岁月轮播,http://3501776.xyz:35455/yy/1382749906 
火蓝刀锋轮播,http://3501776.xyz:35455/yy/1382737892 
二炮手电视剧,http://3501776.xyz:35455/yy/1354930964 
炮神电视轮播,http://3501776.xyz:35455/yy/22089862 
风筝电视轮播,http://3501776.xyz:35455/yy/1354931585 
武林外传轮播,http://3501776.xyz:35455/yy/1355652820 

🎬閗魚一起看,#genre#


邵氏经典剧场,http://3501776.xyz:35455/douyu/4246519
济公游记,http://3501776.xyz:35455/douyu/12486866
西游记,http://3501776.xyz:35455/douyu/3113309
龙视欢乐,http://3501776.xyz:35455/douyu/9374836
橙記Orange,http://3501776.xyz:35455/douyu/4549169
武侠剧场,http://3501776.xyz:35455/douyu/9285904
贝贝,http://3501776.xyz:35455/douyu/431460
精彩短剧,http://3501776.xyz:35455/douyu/11824307
小毅影院,http://3501776.xyz:35455/douyu/6906628
小毅影院2,http://3501776.xyz:35455/douyu/11851549
奇光影院,http://3501776.xyz:35455/douyu/8009547
奇光影院2,http://3501776.xyz:35455/douyu/11849873
冰冰小剧场,http://3501776.xyz:35455/douyu/74374
吃米滴虫,http://3501776.xyz:35455/douyu/315457
小猪优版剧院,http://3501776.xyz:35455/douyu/10297898
伊太刀刀,http://3501776.xyz:35455/douyu/747764
新蓝翔旧三国,http://3501776.xyz:35455/douyu/12463728
我的李青,http://3501776.xyz:35455/douyu/12437542
斗鱼凌宝http://3501776.xyz:35455/douyu/1377142
斗鱼旧知,http://3501776.xyz:35455/douyu/310926
燕双鹰,http://3501776.xyz:35455/douyu/3439096
智仗心,http://3501776.xyz:35455/douyu/5635000
地下交通站,http://3501776.xyz:35455/douyu/299854

斗鱼剧场,http://119.96.108.140:7001/douyu/12442176
斗鱼剧场2,http://119.96.108.140:7001/douyu/4290711
斗鱼剧场3,http://119.96.108.140:7001/douyu/922564
斗鱼剧场4,http://119.96.108.140:7001/douyu/6911044
斗鱼剧场5,http://119.96.108.140:7001/douyu/12210085
斗鱼剧场6,http://3501776.xyz:35455/douyu/12180551
斗鱼剧场7,http://3501776.xyz:35455/douyu/5522351
斗鱼剧场8,http://3501776.xyz:35455/douyu/260322
斗鱼剧场9,http://3501776.xyz:35455/douyu/5261342
斗鱼剧场10,http://3501776.xyz:35455/douyu/5875025
斗鱼剧场11,http://3501776.xyz:35455/douyu/12128227
斗鱼剧场12,http://3501776.xyz:35455/douyu/103487
斗鱼剧场13,http://3501776.xyz:35455/douyu/2793084
斗鱼剧场14,http://3501776.xyz:35455/douyu/1274132
斗鱼剧场15,http://3501776.xyz:35455/douyu/5668371
斗鱼剧场16,http://3501776.xyz:35455/douyu/7812810
斗鱼剧场17,http://3501776.xyz:35455/douyu/4944033
斗鱼剧场18,http://3501776.xyz:35455/douyu/508118
斗鱼剧场19,http://3501776.xyz:35455/douyu/1006179
斗鱼剧场20,http://3501776.xyz:35455/douyu/12253936
斗鱼剧场21,http://3501776.xyz:35455/douyu/4373285
斗鱼剧场22,http://3501776.xyz:35455/douyu/6863367
斗鱼剧场23,http://3501776.xyz:35455/douyu/5448413
斗鱼剧场24,http://3501776.xyz:35455/douyu/7623292
斗鱼剧场25,http://3501776.xyz:35455/douyu/3700024
斗鱼剧场26,http://3501776.xyz:35455/douyu/12130861
斗鱼剧场27,http://3501776.xyz:35455/douyu/8371123
斗鱼剧场28,http://3501776.xyz:35455/douyu/11931032
斗鱼剧场29,http://3501776.xyz:35455/douyu/12308334
斗鱼剧场30,http://3501776.xyz:35455/douyu/8721095
斗鱼剧场31,http://3501776.xyz:35455/douyu/11996166
斗鱼剧场32,http://3501776.xyz:35455/douyu/4654883
斗鱼剧场33,http://3501776.xyz:35455/douyu/965078
斗鱼剧场34,http://3501776.xyz:35455/douyu/9388931
斗鱼剧场35,http://3501776.xyz:35455/douyu/9388938
斗鱼剧场36,http://3501776.xyz:35455/douyu/10298846
斗鱼剧场37,http://3501776.xyz:35455/douyu/9607934
港剧剧场,http://3501776.xyz:35455/douyu/5061550
港剧剧场2,http://3501776.xyz:35455/douyu/6091425
港剧剧场3,http://3501776.xyz:35455/douyu/7655471
港剧剧场4,http://3501776.xyz:35455/douyu/7356023
港剧剧场5,http://3501776.xyz:35455/douyu/8912325
顺才少爷,http://3501776.xyz:35455/douyu/10084875
斗鱼影院1,http://3501776.xyz:35455/douyu/9220456
怀旧经典影视,http://3501776.xyz:35455/douyu/12143022

轮播(备用),#genre#
成龙,https://live.metshop.top/huya/11342386
周星驰,https://live.metshop.top/huya/11342412
李连杰,https://live.metshop.top/huya/11342390
刘德华,https://live.metshop.top/huya/11342424
林正英,https://live.metshop.top/huya/11342421
经典影视,http://lxajh.top/tv/douyu.php?id=12143022
邵氏影院,http://lxajh.top/tv/douyu.php?id=4246519
热门港剧,http://lxajh.top/tv/douyu.php?id=5522351
香港赌片,hhttp://lxajh.top/tv/douyu.php?id=315457
贝爷MAX厅,http://lxajh.top/tv/douyu.php?id=4332
贝爷影厅1,http://lxajh.top/tv/douyu.php?id=36337
贝爷影厅2,http://lxajh.top/tv/douyu.php?id=252802
刀刀影院,http://lxajh.top/tv/douyu.php?id=747764
吃奶滴虫,http://lxajh.top/tv/douyu.php?id=263824
漫威系列,http://lxajh.top/tv/douyu.php?id=6140589
变种人系列,http://lxajh.top/tv/douyu.php?id=9651304
恐怖鬼怪,http://lxajh.top/tv/douyu.php?id=1165374
豆瓣高分,http://lxajh.top/tv/douyu.php?id=8770422
神乐剧场,http://lxajh.top/tv/douyu.php?id=85894
古装神剧,http://lxajh.top/tv/douyu.php?id=338759
欧美大片,http://lxajh.top/tv/douyu.php?id=2793084
瑶瑶恐怖,http://lxajh.top/tv/douyu.php?id=2935323
怡寶影院,http://lxajh.top/tv/douyu.php?id=434971
冰冰经典,http://lxajh.top/tv/douyu.php?id=74374
欧美影院,http://lxajh.top/tv/douyu.php?id=508118
凌儿影院,http://lxajh.top/tv/douyu.php?id=1377142
小宇60帧,http://lxajh.top/tv/douyu.php?id=323876
芊珏影视,http://lxajh.top/tv/douyu.php?id=8814650

📡特闽频道,#genre#

凤凰中文频高,http://live4play.uk/livehttpplay?channel_id=30014
凤凰资讯频高,http://live4play.uk/livehttpplay?channel_id=30015
凤凰香港频高,http://live4play.uk/livehttpplay?channel_id=30016
有线新闻频标,http://live4play.uk/livehttpplay?channel_id=20191
Now新闻频标,http://live4play.uk/livehttpplay?channel_id=20041
美亚电影频标,http://live4play.uk/livehttpplay?channel_id=20197
天映电影频标,http://live4play.uk/livehttpplay?channel_id=10130特闽频道
天映经典频标,http://live4play.uk/livehttpplay?channel_id=20063
凤凰中文频标,http://live4play.uk/livehttpplay?channel_id=20065
凤凰资讯频标,http://live4play.uk/livehttpplay?channel_id=20066
凤凰香港频标,http://live4play.uk/livehttpplay?channel_id=20067
东森新闻频标,http://live4play.uk/livehttpplay?channel_id=20082
三立新闻频标,http://live4play.uk/livehttpplay?channel_id=10126
年代新闻频标,http://live4play.uk/livehttpplay?channel_id=20033
非凡新闻频标,http://live4play.uk/livehttpplay?channel_id=20034
闽壹新闻频标,http://live4play.uk/livehttpplay?channel_id=20028
民视新闻频标,http://live4play.uk/livehttpplay?channel_id=20097
今日新闻频标,http://live4play.uk/livehttpplay?channel_id=20043
公视闽南频标,http://live4play.uk/livehttpplay?channel_id=20087
民视闽南频标,http://live4play.uk/livehttpplay?channel_id=20074
中视闽南频标,http://live4play.uk/livehttpplay?channel_id=20088
华视闽南频标,http://live4play.uk/livehttpplay?channel_id=20086
台视闽南频标,http://live4play.uk/livehttpplay?channel_id=20076
tvbs闽南频标,http://live4play.uk/livehttpplay?channel_id=20085
tvbs欢乐频标,http://live4play.uk/livehttpplay?channel_id=20105
tvbs精彩频标,http://live4play.uk/livehttpplay?channel_id=20136
三立戏剧频标,http://live4play.uk/livehttpplay?channel_id=10125
三立综合频标,http://live4play.uk/livehttpplay?channel_id=12038
三立都会频高,http://live4play.uk/livehttpplay?channel_id=20100
中天娱乐频高,http://live4play.uk/livehttpplay?channel_id=20079
中天综合频高,http://live4play.uk/livehttpplay?channel_id=20064
采昌综合频标,http://live4play.uk/livehttpplay?channel_id=20141
八大综合频标,http://live4play.uk/livehttpplay?channel_id=20068
八大精彩频标,http://live4play.uk/livehttpplay?channel_id=20052
八大第一频高,http://live4play.uk/livehttpplay?channel_id=20073
八大娱乐频高,http://live4play.uk/livehttpplay?channel_id=20071
东森戏剧频高,http://live4play.uk/livehttpplay?channel_id=20072
东森综合频标,http://live4play.uk/livehttpplay?channel_id=20104
东森财经频标,http://live4play.uk/livehttpplay?channel_id=20078
东森电影频标,http://live4play.uk/livehttpplay?channel_id=20077
东森洋片频标,http://live4play.uk/livehttpplay?channel_id=20080
龙华洋片频标,http://live4play.uk/livehttpplay?channel_id=20090
龙华偶像频标,http://live4play.uk/livehttpplay?channel_id=20023
龙华电影频标,http://live4play.uk/livehttpplay?channel_id=10129
龙祥时代频高,http://live4play.uk/livehttpplay?channel_id=20114
纬来电影频高,http://live4play.uk/livehttpplay?channel_id=20199
纬来戏剧频高,http://live4play.uk/livehttpplay?channel_id=20200
纬来综合频高,http://live4play.uk/livehttpplay?channel_id=20201
纬来育乐频高,http://live4play.uk/livehttpplay?channel_id=20202
纬来日本频高,http://live4play.uk/livehttpplay?channel_id=20303
靖天电影频标,http://live4play.uk/livehttpplay?channel_id=12037
大爱综合频标,http://live4play.uk/livehttpplay?channel_id=20032
国兴卫视频高,http://live4play.uk/livehttpplay?channel_id=20164
闽壹电影频高,http://live4play.uk/livehttpplay?channel_id=20108
好莱坞电影高,http://live4play.uk/livehttpplay?channel_id=20062
Fgm电影频标,http://live4play.uk/livehttpplay?channel_id=10123
Amc电影频标,http://live4play.uk/livehttpplay?channel_id=12036
Cinem电影标,http://live4play.uk/livehttpplay?channel_id=20047
HBo电影壹标,http://live4play.uk/livehttpplay?channel_id=20091
HBo电影贰标,http://live4play.uk/livehttpplay?channel_id=20092
HBo电影叁标,http://live4play.uk/livehttpplay?channel_id=20093
Discover频标,http://live4play.uk/livehttpplay?channel_id=20110
cn卡通频道标,http://live4play.uk/livehttpplay?channel_id=20048
尼克卡通频标,http://live4play.uk/livehttpplay?channel_id=20089
BBC地球频标,http://live4play.uk/livehttpplay?channel_id=20044
国家地理频标,http://live4play.uk/livehttpplay?channel_id=20037
动物星球频高,http://live4play.uk/livehttpplay?channel_id=20106
asia动物频标,http://live4play.uk/livehttpplay?channel_id=20113
asia-afn频标,http://live4play.uk/livehttpplay?channel_id=20115
新加坡-8频标,http://live4play.uk/livehttpplay?channel_id=10132
DAZN壹频标,http://live4play.uk/livehttpplay?channel_id=10104
DAZN贰频标,http://live4play.uk/livehttpplay?channel_id=10105
博斯运动壹标,http://live4play.uk/livehttpplay?channel_id=10131
博斯运动贰标,http://live4play.uk/livehttpplay?channel_id=20311
博斯高球壹标,http://live4play.uk/livehttpplay?channel_id=20103
博斯高球贰标,http://live4play.uk/livehttpplay?channel_id=20117
ElaT体育壹标,http://live4play.uk/livehttpplay?channel_id=20129
纬来体育频高,http://live4play.uk/livehttpplay?channel_id=20120
五星体育频高,http://live4play.uk/livehttpplay?channel_id=20060
广东影视频标,http://live4play.uk/livehttpplay?channel_id=20145
广东湾区频高,http://live4play.uk/livehttpplay?channel_id=20083
📡闽南酒店,#genre#
凤凰资讯频道,http://122.117.71.103:8573/凤凰资讯.m3u8
中天新闻频道,http://122.117.71.103:8540/中天新闻.m3u8
tvbs新闻频道,http://122.117.71.103:8543/tvbs新闻.m3u8
三立新闻频道,http://122.117.71.103:8542/三立新闻.m3u8
闽壹新闻频道,http://122.117.71.103:8579/闽壹新闻.m3u8
民视新闻频道,http://122.117.71.103:8535/民视新闻.m3u8
公视闽南频道,http://122.117.71.103:8505/公视闽南.m3u8
民视闽南频道,http://122.117.71.103:8567/民视闽南.m3u8
中视闽南频道,http://122.117.71.103:8503/中视闽南.m3u8
华视闽南频道,http://122.117.71.103:8502/华视闽南.m3u8
台视闽南频道,http://122.117.71.103:8504/台视闽南.m3u8
三立闽南频道,http://122.117.71.103:8520/三立闽南.m3u8
三立都会频道,http://122.117.71.103:8521/三立闽南.m3u8
中天综合频道,http://122.117.71.103:8525/中天综合.m3u8
中天娱乐频道,http://122.117.71.103:8526/中天娱乐.m3u8
东森综合频道,http://122.117.71.103:8523/东森综合.m3u8
东森超视频道,http://122.117.71.103:8524/东森超视.m3u8
东森财经频道,http://122.117.71.103:8577/东森财经.m3u8
东森戏剧频道,http://122.117.71.103:8529/东森戏剧.m3u8
龙华戏剧频道,http://122.117.71.103:8533/龙华戏剧.m3u8
龙华卡通频道,http://122.117.71.103:8516/龙华卡通.m3u8
龙华电影频道,http://122.117.71.103:8555/龙华电影.m3u8
纬来电影频道,http://122.117.71.103:8554/纬来电影.m3u8
纬来综合频道,http://122.117.71.103:8517/纬来综合.m3u8
纬来戏剧频道,http://122.117.71.103:8532/纬来戏剧.m3u8
纬来育乐频道,http://122.117.71.103:8563/纬来育乐.m3u8
纬来体育频道,http://122.117.71.103:8562/纬来体育.m3u8
八大第一频道,http://122.117.71.103:8518/八大第一.m3u8
八大综合频道,http://122.117.71.103:8519/八大综合.m3u8
八大戏剧频道,http://122.117.71.103:8530/八大戏剧.m3u8
年代综合频道,http://122.117.71.103:8565/年代综合.m3u8
东风卫视频道,http://122.117.71.103:8527/东风卫视.m3u8
动物星球频道,http://122.117.71.103:8512/动物星球.m3u8
CInemax频道,http://122.117.71.103:8558/CInemax.m3u8
Amc电影频道,http://122.117.71.103:8559/AmC电影.m3u8
MoMoTV频道,http://122.117.71.103:8564/MoMoTV.m3u8
MoMo亲子国,http://122.117.71.103:8514/MoMo亲子.m3u8
Obcyoyo频道,http://122.117.71.103:8515/Obcyoyo.m3u8
TLC综合频道,http://122.117.71.103:8511/TLC综合.m3u8
Nhk日闻频道,http://122.117.71.103:8580/Nhk日闻.m3u8
BloomBerg频,http://122.117.71.103:8581/BloomBerg.m3u8
📡闽南频道,#genre#
东森新闻频高,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
寰宇新闻频高,https://gdfire2.67890123.cn:8088/live/hyxw.m3u8
民视新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20097
年代新闻频高,http://108.181.21.27:27347/livehttpplay?channel_id=20033
非凡新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20034
闽壹新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20028
今日新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20043
公视闽南频标,http://108.181.21.27:27347/livehttpplay?channel_id=20087
tvbs闽南频标,http://108.181.21.27:27347/livehttpplay?channel_id=20085
tvbs欢乐频高,http://108.181.21.27:27347/livehttpplay?channel_id=20105
tvbs精彩频标,http://108.181.21.27:27347/livehttpplay?channel_id=20136
三立戏剧频标,http://108.181.21.27:27347/livehttpplay?channel_id=10125
中天综合频高,http://108.181.21.27:27347/livehttpplay?channel_id=20064
八大综合频高,http://108.181.21.27:27347/livehttpplay?channel_id=20068
八大第一频高,http://108.181.21.27:27347/livehttpplay?channel_id=20073
八大精彩频标,http://108.181.21.27:27347/livehttpplay?channel_id=20052
东森财经频标,http://108.181.21.27:27347/livehttpplay?channel_id=20078
美亚电影频标,http://108.181.21.27:27347/livehttpplay?channel_id=20197
龙华电影频标,http://108.181.21.27:27347/livehttpplay?channel_id=10129
龙华电影频高,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典频高,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通频高,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像频高,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩频高,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧频高,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
龙华洋片频标,http://108.181.21.27:27347/livehttpplay?channel_id=20090
Fgm电影频标,http://108.181.21.27:27347/livehttpplay?channel_id=10123
CNN新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=10123
cn卡通频道高,http://108.181.21.27:27347/livehttpplay?channel_id=20048
尼克卡通频标,http://108.181.21.27:27347/livehttpplay?channel_id=20089
BBC地球频标,http://108.181.21.27:27347/livehttpplay?channel_id=20044
动物星球道高,http://108.181.21.27:27347/livehttpplay?channel_id=2010
五星体育频高,http://108.181.21.27:27347/livehttpplay?channel_id=20060
博斯高球壹标,http://108.181.21.27:27347/livehttpplay?channel_id=20103
博斯高球贰标,http://108.181.21.27:27347/livehttpplay?channel_id=20117
博斯运动贰标,http://108.181.21.27:27347/livehttpplay?channel_id=20311
ElaT体育壹标,http://108.181.21.27:27347/livehttpplay?channel_id=20129
凤凰香港频高,http://108.181.21.27:27347/livehttpplay?channel_id=30016
广东影视频标,http://108.181.21.27:27347/livehttpplay?channel_id=20145
🎬电影频道👉全网☘️☘️💝,#genre#

邵氏影院,http://dns.yiandrive.com:15907/douyu/4246519
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
邵氏影院,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/斗鱼.php?id=4246519
悬疑烧脑,http://dns.yiandrive.com:15907/yy/1354930903
新白娘子,http://dns.yiandrive.com:15907/yy/1508902755
狄仁杰1-4,http://dns.yiandrive.com:15907/douyu/6027991
国产大片,http://dns.yiandrive.com:15907/yy/1354926655
经典港剧,http://dns.yiandrive.com:15907/douyu/5261342
战争巨片,http://dns.yiandrive.com:15907/yy/1354936249
緯來電影,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
龍華電影,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
HBO 频道,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
AXN 频道,http://122.117.71.103:8557/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
CINEM AX,http://122.117.71.103:8558/http/61.222.53.250:8081/hls/71/813/ch42.m3u8
AMC 電影,http://122.117.71.103:8559/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8
東森戲劇,http://122.117.71.103:8529/http/61.222.53.250:8081/hls/64/806/ch13.m3u8
緯來戲劇,http://122.117.71.103:8532/http/61.222.53.250:8081/hls/69/811/ch33.m3u8
龍華戲劇,http://122.117.71.103:8533/http/61.222.53.250:8068/hls/13/80/cstv13.m3u8
八大戲劇,http://122.117.71.103:8530/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
東森幼幼,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
龍華卡通,http://122.117.71.103:8516/http/61.222.53.250:8068/hls/14/80/cstv14.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://mtw.so/5NPX0U
搞笑恐怖,http://124.248.69.76:26781/huya/11601960
万合出品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9220456 
吃米滴虫,http://huanqiuzhibo.cn/manifest/douyu.php?id=315457 
高分电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=7254536 
豆瓣高分,http://huanqiuzhibo.cn/manifest/douyu.php?id=8770422 
漫威影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6140589 
特辑电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778 
粤语电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741 
国产电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=5423 
精彩电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650887 
喜剧电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=323876 
动作电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=6763930 
恐怖电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=218859 
恐怖鬼怪,http://huanqiuzhibo.cn/manifest/douyu.php?id=1165374 
童年阴影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2935323 
惊悚电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=96577 
华语影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3928 
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894 
周末影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637765 
周末电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637726 
兔子影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=8985415 
冰冰影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374 
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764 
奶虫影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824 
贝爷壹厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=252802 
贝爷贰厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332 
贝爷叁厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=36337 
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142 
云宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7305938 
花卷影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=52787 
菜园小饼,http://huanqiuzhibo.cn/manifest/douyu.php?id=1735337 
米娅影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6537888 
橙記港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169 
大宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=805235 
蚂蚱影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455 
怡寶影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=434971 
圆子影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6566658 
贝贝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460 
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415 
萌牛影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7494871 
兔兔影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1504768 
无双影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4870914 
下饭神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=276200 
古装神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=338759 
晚湾影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=9461178 
酒染影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7550220 
芊珏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=8814650 
热门港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351 
盗墓剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=9292503 
金庸武侠,http://huanqiuzhibo.cn/manifest/douyu.php?id=7644931 
国产剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=8157860 
国产剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=308752 
爱情公寓,http://huanqiuzhibo.cn/manifest/douyu.php?id=2838296 
经典剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=686336
奶虫影院,http://zzy789.xyz/douyu1.php?id=263824
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
新昌休闲,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8

新白娘子传奇,#genre#,
第01集,https://vip.ffzy-online.com/20221207/29683_1338bd77/2000k/hls/mixed.m3u8

第02集,https://vip.ffzy-online.com/20221207/29684_3dab2eb4/2000k/hls/mixed.m3u8

第03集,https://vip.ffzy-online.com/20221207/29685_3aa793d0/2000k/hls/mixed.m3u8

第04集,https://vip.ffzy-online.com/20221207/29686_4c6279f8/2000k/hls/mixed.m3u8

第05集,https://vip.ffzy-online.com/20221207/29687_482d76ca/2000k/hls/mixed.m3u8

第06集,https://vip.ffzy-online.com/20221207/29688_9196285b/2000k/hls/mixed.m3u8

第07集,https://vip.ffzy-online.com/20221207/29689_13d6579f/2000k/hls/mixed.m3u8

第08集,https://vip.ffzy-online.com/20221207/29690_11654f1d/2000k/hls/mixed.m3u8

第09集,https://vip.ffzy-online.com/20221207/29691_e0851f6b/2000k/hls/mixed.m3u8

第10集,https://vip.ffzy-online.com/20221207/29692_62a82934/2000k/hls/mixed.m3u8

第11集,https://vip.ffzy-online.com/20221207/29693_417197b2/2000k/hls/mixed.m3u8

第12集,https://vip.ffzy-online.com/20221207/29696_d11a7fc2/2000k/hls/mixed.m3u8

第13集,https://vip.ffzy-online.com/20221207/29695_94af3488/2000k/hls/mixed.m3u8

第14集,https://vip.ffzy-online.com/20221207/29694_f313e39f/2000k/hls/mixed.m3u8

第15集,https://vip.ffzy-online.com/20221207/29697_c3b30b5b/2000k/hls/mixed.m3u8

第16集,https://vip.ffzy-online.com/20221207/29698_9fd1145e/2000k/hls/mixed.m3u8

第17集,https://vip.ffzy-online.com/20221207/29699_2574173d/2000k/hls/mixed.m3u8

第18集,https://vip.ffzy-online.com/20221207/29700_ec704d9e/2000k/hls/mixed.m3u8

第19集,https://vip.ffzy-online.com/20221207/29701_69c8b28a/2000k/hls/mixed.m3u8

第20集,https://vip.ffzy-online.com/20221207/29702_6d69a791/2000k/hls/mixed.m3u8

第21集,https://vip.ffzy-online.com/20221207/29703_1002bc52/2000k/hls/mixed.m3u8

第22集,https://vip.ffzy-online.com/20221207/29704_fea082ab/2000k/hls/mixed.m3u8

第23集,https://vip.ffzy-online.com/20221207/29705_629acd3f/2000k/hls/mixed.m3u8

第24集,https://vip.ffzy-online.com/20221207/29706_69fefb33/2000k/hls/mixed.m3u8

第25集,https://vip.ffzy-online.com/20221207/29707_5a886a1e/2000k/hls/mixed.m3u8

